Text,Label,task_1
"This is the alleged rapist who attempted to #rape a Doctor who was working night shift at Pelonomi Hospital in Bloemfontein this week, the said Doctor then fought back and bit the #tongue off of the attempted #rapist.    ðŸ™ðŸ‘ðŸ™ŒðŸ‘ŠðŸ‘Œ https://t.co/5oulTabn5O",1,HOF
@washingtonpost I might be grasping at straws here but he might be advocating seditious behavior by way of a wink and a nod in a tweet. #TrumpIsATraitor https://t.co/xv5eXO5iqp,1,HOF
"@realDonaldTrump So did you start this so when you get out of prison, if you ever do. You'll get help to immerse yourself back into society? #McCainsAHeroDay #FuckTrump #treason #ImpeachTrump #ResignTrump #TraitorTrump",1,HOF
Plz support our savior... Request from AIIMS DELHI ....#DoctorsFightBack https://t.co/45Mh7xzISL,0,NOT
Congratulations Michael Phelps for winning Cricket World Cup 2019    #ShameOnICC https://t.co/2nxZ1cUFi5 (https://t.co/RO2OKk47km),1,HOF
Bitch please he has/had no compassion for the Central Park 5 this shit is a stunt. Not saying her intentions isn't pure Trump shit is not. I need her to ask him about them babies in cages. #FUCKTRUMP #KimKardashian,1,HOF
"@msdeehj1 @Gypsysister58 @johncardillo @Mimirocah1 @BarackObama @you Personally, I do not like Trump's persona, but I don't throw the baby out with the bath water. He is much better for the @USA than the #ClintonCrimeFamily @HillaryClinton is EVIL personified; she and her #Rapist husband @BillClinton should be in PRISON!",1,HOF
@DanCrenshawTX Chuch Schumer = #DoucheBag,1,HOF
"@realDonaldTrump @StateDept @SecPompeo America is now a country that should be policed by the UN.    Our President is one of the most corrupt in the world, our state dept are war mongers, our congress people are self serving do nothings, our government is a joke.    Help!    Oh and #FuckTrump",1,HOF
@gtconway3d They are right! #TrumpIsATraitor #TrumpIsANationalSecurityThreat,1,HOF
@cdnfp @SecPompeo @StateDept @realDonaldTrump Prince of Walls??  #TrumpIsATraitor #NervousDonald,1,HOF
@Acosta @ReliableSources @brianstelter @CBSSunday Dear diary...  #douchebag  You ARE the enemy of the people.,1,HOF
"#DoctorsFightBack | Mamata Banerjee repeats 'outsiders' claim over doctors' protest in Kolkata, even as doctors from across India stand together demanding assurance of their safety. Tune in to watch her address #LIVE here - https://t.co/LGCyJUEBn5 https://t.co/EZp0ZIdMba",1,HOF
@DrDenaGrayson @realDonaldTrump IMPEACH NOW!! #FUCKTRUMP https://t.co/4qhx5EYRro,1,HOF
"@RepMattGaetz @realDonaldTrump Too many DUIs have addled your brain. If you can still read, try a snippet of the Mueller report. There are nothing false except yours and Trumpâ€™s denials. Itâ€™s all Russians all the time. #TrumpRussia #TrumpIsATraitor #TrumpMustResign https://t.co/av4yBeKrUb",1,HOF
Picture from future... #IndvsPak #shameonICC https://t.co/8Umpc15ra5,1,HOF
"@GrassrootsSpeak This sounds like a brilliant idea!!!!  We need someone to take this and run...lawyers. bet, millions of people would kick in a few bucks.  Brilliant.   #TrumpIsATraitor   #TrumpCrimeFamilyMustGo",1,HOF
"@private_prive @EOketokun fuck both of you. If I say heâ€™s in a fucking medical, heâ€™s in a fucking medical. I work hard for this shit, donâ€™t come at me with that criticism shit, you want beef we can sort this out properly still #dickhead",1,HOF
"Now mamata didi cancels her meeting with the striking doctors. Shows het immaturity. She dreams of becoming the leader of India, but she is no statesman. She had egoistical mind, acts childish and behaves as a tyrant.  #DoctorsFightBack #DoctorsProtest",1,HOF
Tjer a whole doctor that can't even burn a book. No fuck man. Mmabtho should've went to Durban naye #TheQueenMzansi pic.twitter.com/IHYevZaC4F,1,HOF
"Severos Vellark.  Crane doctor who was supposed to be the personal doctor to Rena Kalil but said fuck that and opened a free clinic in the slums.  Constantly exhaustd.  Saved Mikata's life at one point, and they're fwbs.  Aromantic. pic.twitter.com/OIsWyfcETn",1,HOF
Doctor: Maam.... Ive run every test possible and there is no sign of declining mental capacity.\nMe: then why the fuck cant I leave his ass alone when I know he dont want me?!! pic.twitter.com/gZz1Dh1h3i,1,HOF
"You are worried about Jahil?  They wanted to remove police for 15 minutes to wipe out Hindus.  I am saying let's do it, we will see who gets wiped out. #gandinaaliabuse",1,HOF
"no one could have predicted that the evil fucker who created a fake charity and used it to steal money raised for children with cancer would be the same evil fucker who is now denying sick and imprisoned migrant babies access to doctors and medicine or even soap, for fuck's sake",1,HOF
#GandiNaaliAbuse This unknown Congi leader @adhirrcinc is a cheap charlie who should be kicked out of the Lok Sakha for calling our PM in that gutter language. Wonder how people elect this kind of low thinking person as their Rep.,1,HOF
#GandiNaaliAbuse Congress has taken Indian polity to a new low. Its shameful that this party has such irresponsible leaders who hardly respects the democratic institutions.,1,HOF
#GandiNaaliAbuse \nAsim Bhamla within minutes found an excuse for calling Modiji as Gandi Naali ka Kida when he dared to say he don't know Hindi ? To what an extent these Guns will continue their Fancy Dress in the name of Politician in the Temple of Democracy ?,1,HOF
The damning allegations against @realDonaldTrump that he sexually assaulted women could jeopardized his re-election campaign. Im no stranger to accountability but #TrumpTheRapist has crossed the line on #SexualMisconduct and its going to stop ! \n\n#TrumpisARapist #DonTheCon,1,HOF
"#GandiNaaliAbuse this shows the mindset, even after such drubbing, it's unfortunate that they haven't learnt any lesson. 2024 again Modi, Parliament Speaker has got right to dismiss this man r suspend at least 4 two sessions. (Up to winter session)",1,HOF
And she looks exactly his type...,0,NOT
#GandiNaaliAbuse Waris live in India like a Indian human and not hide behind that Muslim garb. Do your people want to insult the highest political institutions of India because you are Muslims and then cry foul. Shut up you non identical stupid.,1,HOF
#GandiNaaliAbuse One cannot expect  a decent civilised behaviour from a degenerated and decomposed and abusive political existence of Congress Party which is in its threshold of extinction.,1,HOF
"Yay, the clown is going to wreck the country. What was his slogan again? fuck business wasn\'t it? Great phrase that.\n\nAm sure he\'s going to make a \'titanic success\' of Brexshit.\n\nAfter all, Tories seem to not have much in the brain department these days. pic.twitter.com/ppcOw5oMe4",1,HOF
#GandiNaaliAbuse Abusing elected PM is nothing less than abusing entire Indians. These MPs should be debarred from parliament,1,HOF
Another Sham of a debate where the barking ones out number the other side!! Senseless debate as ususl!! This show is becoming a comedy!!#GandiNaaliAbuse,1,HOF
"#GandiNaaliAbuse  Another Congressmen Adhir R Choudhary  in race to influence Gandhi family by Abusing Modi , Its well known fact Sonia Gandhis Hate for PM Modi & Amit Shah, which has developed into Congress Culture, its still not in corrective mode but  self destructive",1,HOF
"I Told My Girlfriend To Embrace Her Mistake And She Hug Me. I Think She Didn't Understand What I mean O  ......\n\nWarriz Going, For Fuck Sake ",1,HOF
Mollas are khokla desh bhakts #GandiNaaliAbuse,1,HOF
"Oh, do fuck off! What have you done for the last 9 years other than trash the UK economy (then dress it up as some kind of success story), drain the NHS, education and Local Authorities of resources, and line the pockets of your wealthy friends? \nYour whole party is a disgrace!",1,HOF
#GandiNaaliAbuse. Aise sansad ki sadasyata khatam kar denge chaiye taki Sab Ko sabak mil jaaye Congress har ke baad pagal ho gayi hai,1,HOF
"They don't have to go to the camps.\n\nThey are volunteering when they choose to illegally enter.\n\nI know I am right, Border patrol doesn't abduct people from other countries.\n\nIf walls didn't work, there wouldn't be so many working right now & you wouldn't care if they were built.",1,HOF
Race of abusing PM NaMo will accelerate to appease muslims.Listen to Pathan pushing his party as only for muslims & owasis as new Jinnah.All are disturbe due to 3talak bill as it is not a sharia law.#GandiNaaliAbuse,1,HOF
"#GandiNaaliInsult #GandiNaaliAbuse @sambitswaraj @ARanganathan72 @ArnabGoswamiRtv The ppl who have dirtied Ma Ganga over d years deliberately r today abusing @narendramodi just coz he has taken it upon himself 2 clean up d mess. @INCIndia, how long your neech behavior? Get real",1,HOF
#GandiNaaliAbuse -  Abuse is the last resort of scoundrels and in this case - electorally defeated scoundrels.,1,HOF
  @RakeshSinha01  ji              \n     \n@drharshvardhan \n@PMOIndia,0,NOT
"We got the approval from the doctor, so our Wembley concert with Jungkookie is a go! He announced, making everyone, even Jimin, gasp. \n\nHe was allowed to go?! Taehyung exclaimed, jumping up and down.\n\nMhm. Yoongi nods. He\'s coming with us.\n\nFUCK YES. Namjoon yelled",1,HOF
"Ppl keep telling me that I cant be a politician bc I have a vile mouth (not that Ive EVER said I wanted to be one). If Boris Johnson can use overtly racist language and still run for PM, Im sure I could be a politician despite saying fuck and suck ur mum to racists ",1,HOF
"Toddlers can just walk out the door of detention camps and be free, but Republicans cant tear themselves away from Trump? ",1,HOF
"@realDonaldTrump enough is enough. Stop taking in asylum seakers in southern border. Repel them. Do not release them or detain them. Put some damn troops with guns down there and tell them nobody passes. Also, why the hell haven't you sent an atty from the DOJ to supreme court.. ",1,HOF
Congress will never learn. If the commander is like that what expect from the soldiers #GandiNaaliAbuse  rahul gandhi is destroying parliament dignity.,1,HOF
"@PhilipRucker We've seen the first ladies tits more the @realDonaldTrump has told the truth. Which, yeah isn't hard to do when #TraitorTrump can't tell what's true af this point. #TrumpDerangementSyndrome #TrumpIsATraitor #TrumpsAnInternationalDisgrace #TrumpIsUnhinged",1,HOF
"Who voted for a no-deal? Tell me, who the fuck voted for a no deal? The way I see it, the referendum was a corrupt vote between remain and leave. Not remain, leave, deal, no deal. Nobody voted for no deal!!",1,HOF
"Sing Along Brethren  Some Have Dickbuh canno Fuck, Some Can Fuck Buh Have NoDick We Have Dick And We Can Fuck Glory Be To Jah Ameeennn\n\nRT If You Remember This Song",0,NOT
"Ah, silence in the library, #1 doctor who plot to fuck up your kids pic.twitter.com/A3mYdLjAQz",1,HOF
"#GandiNaaliAbuse I feel Cong people are bent upon finishing their party. Why they don't understand that by abusing Modi, they loose public sympathy and votes.",1,HOF
"#GandiNaaliAbuse | One of the most violently bigoted and abusive party people hail from your Party, I can rattle out examples after examples: Anand Ranganathan, Scientist & Author\n",1,HOF
Cant believe I once thought @NicolasSarkozy and @berlusconi were the most useless politicians of all time.,1,HOF
"A PM is the king of the nation. In olden days if any person equivalent to an MP would have uttered the same abuse thrown at Modi today in king's durbar , his head would have rolled down on the ground. The word uttered is to that proportion. Pack and leave India.\n#GandiNaaliAbuse",1,HOF
fuck off imagine being 15 years old and thinking you know better than a literal doctor shut up pic.twitter.com/PWBOWX3oN8,1,HOF
I am a modi bhakt.. but from 2014-2019 nothing done for encephalitis in bihar.. thats really really disappointing. This all progress work and Yoga day are ok.. but we cant be silent on such severe failure of govt.,1,HOF
i told my doctor i cant sleep and he said have sex ???? come over and fuck me yourself you coward,1,HOF
#GandiNaaliAbuse \nThere must be Stringent Punishment for these kind of Gandi Naale ke MPs & the Movement he uttered those words he was supposed to be suspended for life time from participating in any of the Elections in future apart from facing procecution.,1,HOF
#GandiNaaliAbuse Nation is not going to tolerate the insult of the PM.,1,HOF
"A hearty fuck you to this ALL DAY sweep notice, targeting an individual unhoused resident in Chinatown. \n\nThis is so cruel, forcing someone to choose between guarding objects they need to survive (tents, medication) and going anywhere (work, doctor\'s appt).\n\n#ServicesNotSweeps pic.twitter.com/dhnqOMNfAc",1,HOF
By using #GandiNaaliAbuse Congress has scooped to Naali level,1,HOF
"#BorisJohnson dont forget your comb, not only for your toupee, but also for your pubic hair, you bloody\nTerrible Rat Urinating on Moral & Politics (a la #Trump )\nFuck you and just go away, thank you  pic.twitter.com/FOEwoXkq4I",1,HOF
    ?\n#GuessWho #YourSpace \n       9   \n  ,0,NOT
#GandiNaaliAbuse Are these the one that we elected for their LEADERSHIP QUALITIES OR GOONDA like traits.,1,HOF
"She's furthering her agenda. THERE IS NO COMMUNAL HUE TO ANY OF IT. All of us are doctors here, trying to do our jobs, irrespective of religion (honestly, fuck religion), gender, sexuality et cetera. (/3)",1,HOF
Fuck this noise pic.twitter.com/hagsuY2IEC,1,HOF
"....Irans very ignorant and insulting statement, put out today, only shows that they do not understand reality. Any attack by Iran on anything American will be met with great and overwhelming force. In some areas, overwhelming will mean obliteration. No more John Kerry & Obama!",1,HOF
"GN Azad, in RS: I request you to keep the New India to yourself & give us our Old India where there was love, culture. Hindus used to feel the pain when Muslims & Dalits used to get hurt. When something used to get into eyes of Hindus, Muslims & Dalits used to shed tears for them",1,HOF
"In many ways, thank fuck Rory Stewart is out. At least it means we can hate the Tories properly without being a bit confused that there's likeable one that's a cross between Doctor Who and Dobby the house elf.",1,HOF
"#GandiNaaliAbuse congress, AIMIM and all the Muslim leaders have still not understood the verdict of this country. Hell bent on hitting the last nail in the cofin. By doing all these they are making Modi even stronger and one day all these shit party and  people will be history.",1,HOF
"#GandiNaaliAbuse | Where an MP says that he will cut the throat of Muslims, then everyone is silent on that: Waris Pathan- MLA, AIMIM & Advocate",1,HOF
"Man Buys New House, Then His Gut Tells Him To Dig In His Backyard! ",0,NOT
"#GandiNaaliAbuse Arnob, u r doing a great job to showcase some of the very genuine bastards in your prime show,",1,HOF
This ride operator has seen some shit.,0,NOT
"#GandiNaaliAbuse  Abhi Ranjan Choudhari ,calls Narendra Modi, as Gandi Naali . These People are frustrated after Modi is elected second time. Indians are happy &proud of Bharatiya Janata Party &Narendra Modi. We can easily tell truth about Congress traitors. No dignity for Rahul.",1,HOF
"Omg, you are the WORST PERSON EVER IN AMERICAS WHITEHOUSE EVER!",1,HOF
#GandiNaaliAbuse  these stinking A$$h[ display their frustration as modiji makes his way towards 2024.. people of India are watching,1,HOF
"MCU man babies believe Keanu Reeves was DESPERATE to play Doctor Strange, Silver Surfer or Yon-Rogg in Captain Marvel, but now Feige will ALLOW him into The Eternals \n\nThey are pissed he was Constantine for DC & he knew fuck all about Marvel comics when Shillider asked him?  pic.twitter.com/apOBs6ifeh",1,HOF
"Those responsible for these issues must be prosecuted, including tRump, Pence, McConnell, and all others! Lock the Up with overcrowding, filthy, lice infected, no food water, heat, personal items, and bedding, etc. ",1,HOF
Too many doctors on my fucking Facebook fuck off ,1,HOF
How many more abuses and apologies ???? Action needs to be taken against such people #GandiNaaliAbuse,1,HOF
"#GandiNaaliAbuse By abusing the people elected PM, the opposition has insulted the people of this country.\n#GandiNaaliInsult",1,HOF
Me when Im at the doctor lying about my drug and alcohol consumption pic.twitter.com/bZBZhKIHZS,0,NOT
"#gandinaaliabuse\nAdvir ranjan ch is from madrasa banerjees waste bengal, mc mps in house, rabul gandhi is just like my ass hole, dripping shit",1,HOF
Tweet others the way you want to be tweeted!,0,NOT
Have you ever been to one of those parties where you feel like the odd one out? Cant quite put my finger on why that happened today.,0,NOT
 spycam lesbians kazakhstan dating sites cum grannies doctors oral sex pussy fuck ass fucked girl getting fucked clips nipples sex phat ass fucked fuck housewife girls have real sex sex stories real nipples cock pic.twitter.com/cvyIiSjtEf,0,NOT
@realDonaldTrump Trump literally begging Iran to come to table b/c military isnt backing him - he is lying to Amer ppl again. No allies backing trump Not only has Xi on his side for tarrifs but Iran too  Stupid to think going to happen &  will give trump biggest loss of his life,1,HOF
#GandiNaaliAbuse - Adhir Choudhry should know that canal in Bengali is 'kaandor' and naali is 'noddoma' in Birbhum Bengali. Stop fooling people.,1,HOF
@RepublicTVLive Adheer Chowdhuri jo kahan wo unko nehi kahena chahiye but 183 children died hone ke baad bhi BJP Mangal Panday ki against koi action kiun nehi liya??!!#GandiNaaliAbuse,1,HOF
"His team can keep him away from the media, but #BorisJohnson was always going to manage to fuck things up. Those who are blaming the neighbours for Bojo attacking his girlfriend, REALLY, 2 Tory MPs in a matter of days attacking women and somehow it's ok. Both Not fit for office.",1,HOF
Why does Boris Johnson have to talk about his personal life? If he doesnt want to he doesnt have to. Couldnt give a flying fuck anyway but people saying its a public interest need to get a life.,1,HOF
1. What role did you play in Vote leave breaking the law?\n2. Why did you carry on lying about the bus?\n3. Why do you think you are fit for any office?\n4. Why don't you seek help to quit lying?\n5. What did you chat to Steve Bannon about?\n6. Why did you say fuck business? pic.twitter.com/DVM4dLzk8m,1,HOF
As a Muslim;\n\nMy food is my Business\nMy Dress is my Business \nMy Faith is my Business \nMy Marriage is my Business \nMy Prayer is my Business\n\nI don't POKE in your Business. So don't POKE in my Business. Thank you!,1,HOF
"#StopParliamentAbuse \n#GandiNaaliAbuse \nOnce again Congress goon MP Adhir Ranjan Chaudhary has insulted PM Modi.\n\nEven after losing 2014 & 2019 Elections, Congress has not learnt from thr mistakes.\n\n#CongGandiNaaliInsult",1,HOF
The world doesn't gave saved by Trump. It gets saved when we remove our support for the Gov. \n#qanon,1,HOF
"Trump names new chief White House liar, dissembler and cover-upper. ",1,HOF
why the FUCK isn't Gemma Chan playing Doctor Who yet pic.twitter.com/tBc6QzQn2w,1,HOF
"@adhirrcinc If you & ur other congressi brothers & sisters dont know how 2 spk in Hindi then spk in the language u know,there r translators there.\nFact is all of u r insulting PM @narendramodi ji on instructions of Gandhis to please them. Shameful! \n#GandiNaaliAbuse @republic",1,HOF
Mr @adhirrcinc u have made a big mistake by calling the Prime Minister of India #Gandinali. People of India will not Forgive you.\nShame on you !!\n#CongGandiNaaliInsult \n#GandiNaaliAbuse,1,HOF
"#GandiNaaliAbuse GanDI title suits this GanDHI dynasty of self glorifying worthless Desh Drohi Looters. What is Italian Dalal Sonia Half baked Indian Rahul, Indira is Ganga of BLOOD the blood Sucking Vamp of Emergency. Rajiv was a true Mass Murderer blood Sucker of 1984.",1,HOF
"Highly shameful, for everything, and for all wrong doings still there are idiots coming to debate still maintaining their stand. Are you really humans. I won't be  surprised to know that you will be Cannibals. \n#GandiNaaliAbuse",1,HOF
#Narendra_Modi Sir please look into Bihar children too.... the need your attention very much. Remember that that Children's family also done vote in your favour... ,0,NOT
I have an idea. Everytime Rubio or Walker tweet a bible verse reply eith a verse from Revelation.  For example some about 666 isn't the address of a trump or Kushner property?\nAlso lots of verses could be used for the G7.,0,NOT
"#GandiNaaliAbuse.The way Congress received drubbing in recently concluded hustings ,Congimen are unable to digest this and they are now resorted to use of abuses and gaali galoch against PM Modi non other than  opp. Leader Adhir Ranjan Choudhari which shows how mean they are.",1,HOF
@RepublicTVLive Arnab BJP ko itna support mat karo!!jo Party tumhare channel ko Banned karne ki baat kiya tha!!Sambit Patra when 183 children died in Bihar then what were you doing?!#GandiNaaliAbuse,1,HOF
#GandiNaaliAbuse Crazy politics of Cong has vanished its element of cultural ethics.,1,HOF
I don't think you really know the meaning of anti and bigot.,0,NOT
"#GandiNaaliAbuse | I don't think anyone will sympathise with the comment he has made, every time Congress has made these statements, BJP has been at an advantage: Asif Bhamla, Political Commentator & President- Bhamla Foundation ",1,HOF
"This couple are separated by thousands of miles, on hunger strike, their daughter separated from her mum whilst she starves in jail. Why? Because Boris Johnson fucked up.\n\nThats one family. His ambition? To fuck an entire nation. #GeneralElectionNow pic.twitter.com/ALHhsuTYbz",1,HOF
#GandiNaaliAbuse hey you supporters of Gandi Naali abuser say that person does not know Hindi. Was he intending to speak in Italian language which is not a language in Indian Parliament. The same abuse should apply to those who shower it.,1,HOF
"Dear PM,\n\nWe voted you for development of poor people but you all are spending too much on Yoga but not in water, education and fever that is in Bihar right now.Dear PM,We voted you for development of poor people but you all are spending too much on Yoga but not in water, education and fever that is in Bihar right now.",1,HOF
"The Terrorist , Waris Pathan is batting well with Abuse, verbal Terrorism at @republic #GandiNaaliAbuse",1,HOF
"If you think people will vote for you after using such filthy language for the PM,you are highly mistaken #GandiNaaliAbuse",1,HOF
children are dying in bihar but who cares Yoga and Mp dinner is Important,1,HOF
HOW THE FUCK CAN BABIES SIT IN WIERD WAYS LIKE THIS WITHOUT BREAKING THEIR WHOLE SHITS!?! #ItDontMakeNoSense pic.twitter.com/XcpoerAwfw,1,HOF
How will he defend us from him....resign,1,HOF
@BorisJohnson just fuck off. The country fucking hates you. pic.twitter.com/0vmg3ZD9Ei,1,HOF
"T 3205 - Just look at the efficacy of the Hindi language\n(In English)\nI am sorry, I cant hear you properly, can u please repeat what is the matter?\n(In Hindi)\n\n.............\n\n~ EF Vb\n",0,NOT
Congress should not forget that Modi is the Pm of India and he Definitely deserves respect. Congress should immediately apologize for this low standard comment.#Congress #GandiNaaliAbuse #GandiNaaliInsult #BJP,1,HOF
"#GandiNaaliAbuse ASHAMED to see these unscrupulous, uncouth, illiterate, selfish politicians ABUSE every INDIAN by reflecting POORLY on the elected PM of the Largest Democracy",1,HOF
Why the fuck are California legislators consulting actresses like Jessica Biel about vaccines when they should be listening to doctors!,1,HOF
A long fucking time ago! #fucktrump the lying orange idiot https://t.co/zKOrkUmI6j,1,HOF
"@Believemusic_UK do you know you have invited a rapist, his name is paresh naik,he works in your Mumbai office, check my tweets for his threats.  #ShameOnYou #rapist #meetoo",1,HOF
"They were all sleeping when Dr. Kafeel Khan was being persecuted at the hands of Yogi Adityanath. Now Mamta is not even the perpetrator, but an enforcer of law and order, but she is being targeted as if she is the main accused.  #DoctorsFightBack",0,NOT
I just had a delicious salad. #FuckTrump,0,NOT
"@realDonaldTrump Naw, we're good.  Stay where you're at.    #ihate45   #worstPresidentever   #weaselheadedfucknugget   #shutyourshithole   #fucktrump   #yousuck   #liarinchief   #noclass   #moron   #ridusofthisdisease  #UnfollowTrump  â”Œâˆâ” (â€¢Ë½â€¢)â”Œâˆâ”",1,HOF
@MajorPoonia @MamataOfficial Non Bengalis are outsiders. Muslims are at soft corner of heart. A tainted police offical is one for whom she sits on Dharna but will not go to NRS to calm down situation. Life of patients is nothing in front of her ego and vote bank. #SaveBengal #DoctorsFightBack,0,NOT
@TheRealOJ32 Youâ€™re a straight up sociopath with a twitter acct. #Murderer #Guilty #GTFOH,0,NOT
"The thing is there will be some Herbert who will think this is a good idea and bloody do it. Jo Brand is classed as an alternative comedian, I always though alternative meant different to, so she is different to a comedian, meaning she isnt fucking funny #dickhead",1,HOF
It's likely that almost all the matches including #INDvPAK  will be effected or washed out for the next two weeks.   #ShameOnICC https://t.co/ExV2sdnwDT,0,NOT
@MomentsIndia @ICC donâ€™t mess with India ðŸ˜¡ðŸ˜¡ #DhoniKeepsTheGlove #DhoniKeSaathDesh #DhoniKeepBalidaanBadgeGlove #dhonigloves,0,NOT
"We need laws that protect us at work.   We don't want to work at gunpoint, under political intimidation or burdened with unreasonable moral obligations.   #DoctorsFightBack https://t.co/G3SYvxXC5v",0,NOT
@ICC @SushantBSinha @imVkohli @icc and you also only saw Dhoniâ€™s gloves and not his respect for the game. Shame on you #DhoniKeepsTheGlove,1,HOF
@realDonaldTrump Why are you worried about the numbers?  You have your friend Putin standing by to help you steal another election.  #TrumpIsATraitor,0,NOT
"So, #rape is still a crime, right?  So, if a #rapist gets #parentalrights, does a bank robber get to keep the money?   https://t.co/DbIf0jhiVm",0,NOT
let's hope rest of matches #IND might play  on time  #cwc19  #ShameOnICC,0,NOT
Lmfao look #rocky really is a #dickhead @BroteinShake4 @dontatme210 https://t.co/DsDrWFp3gc,1,HOF
@MollyJongFast And of course they placed Hillary at the top of the list.  #TrumpIsATraitor   #TrumpsWorseThanNixon,1,HOF
It hasnâ€™t endedðŸ’”ðŸ’”ðŸ’”â€¼ï¸â€¼ï¸â€¼ï¸  Support @rissalipstick to finally put an end to the torture &amp; murder of #YulinFestival #EndDCMT #BoycottChinaðŸ‡¨ðŸ‡³  &amp; do it NOWâ€¼ï¸ https://t.co/tQsnI1wpAS,0,NOT
Whereâ€™s Boris #C4DEBATE #C4Debate #BorisJohnsonShouldNotBePM #BorisJohnson https://t.co/Ku86r0d8xi,0,NOT
Dear @ICC @cricketworldcup we need #INDvsPAK match even if rains will happen. Football or hockey or swimming depending on effective rain.#ShameOnICC #Cricbuzzlive https://t.co/QpeNaXQz0e,0,NOT
@10DowningStreet The next #PM belongs in a #MentalHealth institution so this transformation is needed in Britain. ðŸ‘ #BorisJohnsonShouldNotBePM,0,NOT
"@Channel4News @krishgm @Mark_J_Harper   -parrots 'I've been very clear'  -doubles down on #GoHomeVans  -pitches party survival priority  -Brexit by NoDeal exit his strategy  Boringly flat regurgitated 'red, white &amp; blue Brexit' that 'we're going to make a success of'    #douchebag",0,NOT
"@Acosta There isn't just ONE Enemy of the people, Jim. It takes a village...  #EnemyOfThePeople   #TrumpIsAFraud  #TrumpIsATraitor   #WorstPresidentEver https://t.co/r1wAO4eYAX",1,HOF
Just curiosity...for science... :3   #DoctorsFightBack #DoctorsStrike #DoctorsProtest #standwithnrsmch https://t.co/PYwiNug4Wz,0,NOT
"@ICC Everyone waited for 4 years to see the England Rains , what a proud moment ðŸ‘ðŸ‘ðŸ‘  #ShameOnICC   #INDvNZ #NZvIND #CWC19  #INDvPAK #PAKvIND #INDvNZ #NZvIND #CWC19Â Â Â Â #TeamIndiaÂ Â Â   #CWC2010 #Dhoni #dhonikeepstheglove",0,NOT
"Once again our great #PMImranKhan has proved played his card of dictatorship. Firstly #AsifAliZardari now #HamzaShehbaz, PM is making good use of #NAB to knock out players in his opposition. ðŸ˜ƒ  #imranhataomulkbachao   @BushraGohar @nidkirm @gabeeno @TahaSSiddiqui https://t.co/tVjyVsKBgd",0,NOT
Its ALWAYS  #ObamaDay for me...     #FuckTrump  #ImpeachTrump,1,HOF
"Doctors are god, they are lifeline..ðŸ™ŒðŸ™  Caption it please..ðŸ™ðŸ™ðŸ™ŒðŸ™Œ  #BengalDoctorsStrike  #DoctorsFightBack https://t.co/0C3IGLrNw7",0,NOT
#HappyBirthdayMrPresident I mean FAUX KING @POTUS   @realDonaldTrump #ImbecileIsHome #Dotard #fucktrump https://t.co/qQmUPjUymt,0,NOT
"In other words, â€œIâ€™m a pathological liar who couldnâ€™t tell the truth if his life(or office or freedom) depended on it.â€    #TrumpsWorseThanNixon   #TrumpIsATraitor https://t.co/PNjRkcODGO",1,HOF
"@mattmfm Reading between the lines, I can only assume @SpeakerPelosi is being extremely careful due to the possibility Dem House Members in red states voting for impeachment could flip those seats in 2020 and give the House back to #PutinsGOP. Nothing else makes sense ðŸ˜’  #FuckTrump https://t.co/gNCvGhW1dq",0,NOT
@AmyRoseKathryn I wonder what wonderful experiences await him in prison. #dickhead,0,NOT
"The hypocrisy. The audacity. The stone-faced liar that is our President. #ProtectLGBTQ #HumanRights #FuckTrump #Pride #NotMyPresident    For Pride Month, Trump has nothing to be proud of, activists say  https://t.co/dNDEpsyVm0",1,HOF
#DoctorsFightBack  No words from prime minister @narendramodi Home minister @AmitShah we demand justice for kolkata doctors. ðŸ™,0,NOT
"Probably first time in the world cup , we are witnessing more ODD number than EVEN number in the points table World Cup #ICCWC2019 #WWC2019 #INDvPAK #ICCWorldCup2019 #INDvNZ #ENGvWI #WIvENG #SLvAUS #ShameOnICC #ICC @virendersehwag @vikrantgupta73 @harbhajan_singh @GautamGambhir https://t.co/wufwZxo5J3",0,NOT
#ShameOnICC How eagerly we wait for match but this rain ruin itðŸ˜©ðŸ˜©ðŸ˜©ðŸ˜©ðŸ˜’ðŸ˜’ðŸ˜’ðŸ˜’ðŸ˜’,0,NOT
@realDonaldTrump Will it be worse than killing children? Worse than selling your country to the Russians? Worse than saying you love a ruthless dictator? Probably not. #TrumpIsATraitor https://t.co/u5OcsKbnep,1,HOF
#IndiaVsPakistan   #terroristNationPakistan    #IndiaVsPakistan     Man of the match:,0,NOT
Donâ€™t feel sorry for this woman. #racist #complicit #fucktrump https://t.co/9xkX9EOJEN,1,HOF
à²‡à²‚à²¦à²¿à²¨ à²‡à²¤à²¿à²¹à²¾à²¸ History Today à²«à³†à²¬à³à²°à³à²µà²°à²¿ 12  https://t.co/fGeqyf5eyT  #à²‡à²‚à²¦à²¿à²¨à²‡à²¤à²¿à²¹à²¾à²¸ #HistoryToday #à²«à³†à²¬à³à²°à³à²µà²°à²¿12  MS Dhoni  #IndiaWithDhoni  #DhoniKeSaathDesh  King of Clay  #Virus  #DhoniKeepsTheGlove  #WWESSD  WWE Super ShowDown Saudi Arabia  Insignia https://t.co/3GSp6fQ1ca,0,NOT
