HITId,Text,Label,sentiment,directness,annotator_sentiment,target,group
1865,@user @user خنزير نجس اتفووووووو عليه خاين عرص وسخ,1,hateful,direct,shock,origin,individual
1866,@user @user حتى اني واضع  إعلام ساعودية  حبا لمكة  ونصرتا  لها لو مثلا تهجم خنازير صهاينة على مكة… @url,1,abusive_offensive,direct,indifference,other,other
1867,لو ملكنا كرامة ما ركبو ظهورنا خنازير فارسية1250سنة والآن رجعو يركبونا. @url,1,abusive_hateful,indirect,shock,origin,other
1868,يا كلب يا خنزير تراقب مكوة امك  القحبه  وانت يا كلب فرحان,1,hateful,direct,disgust,other,individual
1869,جمهور وسخ ونادي ابن وسخه اصلا @url,1,abusive_disrespectful,indirect,shock,other,other
1870,@user @user انا عايزك تشرب بول البعير وتنام هتصحى زي الفل متقلقش واقرأ بس عن ابراهيم باشا الي قضى علي الدوله السعوديه ١٠٠سنه,1,hateful,direct,indifference,origin,individual
1871,@user يا خنزير تشتم محمد عليه افضل الصلاة والتسليم لابوك لابو من جابك وتستهزئ بعد انت حكم الرده فيك قليل اطالب بتغليظ الحكم عليك,1,hateful_normal,indirect,anger,religion,individual
1872,هندوس عليهم,0,normal,indirect,indifference,other,other
1873,@user @user @user بول البعير له أحكامه,0,normal,indirect,indifference,other,other
1874,@user @user نهايته قربت كلب ويموت خنزير,1,offensive,indirect,anger_disgust,origin,individual
1875,@user @user @user @user حررو مصر من خنازير إسرائيل وكذالك السعوديه ولامارات وبقية الدول العربية… @url,1,abusive_normal,indirect,sadness,origin,other
1876,طب حد يلعب معايا pubg يا اخوانا بليل ولا هفضل العب مع عشيرة بول البعير,1,disrespectful_normal,indirect,indifference,other,other
1877,@user @user جمال ريان شيخ خنازير الخنزيره @url,1,abusive_offensive,indirect,anger_disgust,other,individual
1878,كم التحرش الي بصير اكيد اله مرجعية اتفق عل… @url,0,normal,direct,sadness,gender,women
1879,قصص التحرش والاغتصاب اللي قاعده اقراها تخوف وتبين انو فعلاً مافي امان وان في حيوانات حتى الحيوانات مايسوون افعالهم… @url,0,normal,indirect,sadness,gender,women
1880,@user @user هذا هو الغلط المفروض اغلاق كافة الطرق ودفن خنازير الحوثي في مجاري الصرف الصحي,1,hateful,direct,anger_disgust,religion,other
1881,ذنب الكلب اعوج اجلكم الله.... الفرس لهم رب والعياذ ب الله...خنازير الفرس بيننا ك عرب @url,1,hateful_disrespectful,direct,anger_disgust,origin,other
1882,@user @user والروس  تأكدوا  أن اسقاط الطائرة جرى بصاروخ جو جو ..لما اقدموا على اعطاء الجيش السوري سلاح ي… @url,0,normal,indirect,shock,origin,individual
1883,#بايرة_وادوها_سوط,1,abusive_disrespectful,indirect,shock,gender,women
1884,#عدوان_خنازير_الخليج جعلهم الله مضرب للسخرية فى هذا العصر,1,hateful,indirect,indifference,other,other
1885,@user @user مفاعل نووي ام يبحثون عن بول البعير  @user,1,offensive,indirect,anger_disgust,origin,individual
1886,شارب بول البعير ويتغسل به ويتبارك به اسهل عليه ياكل الضب @user,0,normal,indirect,indifference,origin,other
1887,@user @user كلامك هذا يثبت مدى تأثير بول البعير .. انت تتكلم عن شعب كامل وتقول عنه مفصول عن الجزيرة… @user,1,offensive,direct,shock,other,individual
1888,ملاحظة حتى انه تعلق على بنت انها سمينة او شنعة او جسمها مش متناسق او شعرها خشن هذا بندرج تحت التحرش لانه مش شرط التحرش اللفظي يكون كلمات غزل,0,normal,indirect,indifference,gender,women
1889,وبعدين هاري بوتر دا جزمة يعني، يعني عرف إن سنيب كان بيحميه من الجزء الأول ومع ذلك فضل يشك فيه...عيل وسخ.,1,hateful_disrespectful,direct,shock,other,other
1890,يللي عايش على بول البعير، فالصو,1,offensive,direct,shock,origin,other
1891,@user @user @user ولا وأناخوك ما ظنتي من أتباع عزمي! هذا خنزير حاقد شد بلد، متبرع بخدماته لإبليس!,1,abusive,direct,shock_disgust,other,individual
1892,مارتا صاحبة الجايزة وصاحبة الكورة بتاعت الحريم نفسها من اول ما اخترعوها,0,normal,direct,indifference,gender,individual
1893,من أين جئتم بي مذهبكم هذا يا اوسخ خلق الله,1,offensive,indirect,anger_fear_shock_disgust,religion,muslims
1894,@user @user الطم و الي شرف!  و انت روح اشرب بول البعير و ارضع من ..... و لا بلاش,1,hateful,direct,disgust,origin,individual
1895,يقول صرت أجلس مع زوجتي وحريم الجيران قهوه الضحى,0,normal,indirect,sadness,other,individual
1896,فيديو| صحفية تضرب مشجع حاول التحرش بها على الهواء @url,0,normal,indirect,shock_indifference,gender,women
1897,@user @user @user اتصلت على الرقم طلع قانون التحرش يانواف,1,offensive,indirect,indifference,other,individual
1898,في ناس كدا مهما زودت powder و foundation و لبس شيك عمرهم مهينضفوا لان جواهم  وسخ,1,fearful,indirect,indifference_disgust,other,other
1899,#تطاول_نعمان_كورتلموش ماذا نتوقع من خنازير عُبَّاد القبور غير الطعن في دولة التوحيد والمتأجرة بدين الإسلام وهم لا د… @url,1,abusive_hateful,indirect,shock,origin,other
1900,يقولون بول البعير ينعم الشعر،.,0,normal,indirect,indifference,other,other
1901,عادي ياقلبي كلهم كذا خنازير @url,1,disrespectful,indirect,anger_disgust,other,other
1902,@user @user @user بول البعير أشرف  من فضلات الايرانيين وجواربهم,1,hateful,direct,shock,other,other
1903,ايقنت ان فيه جمال يخلي الحريم يقطعون يدهم بدال الفواكه,0,normal,direct,indifference,other,women
1904,@user موجود اللاعبين راه الوداد ماشي واد زم باش نجيبو الافارقة بالتيست و حتى المحليين كحب الصرف غادي تجيب لاعبين فالمستوى,0,normal,indirect,indifference,other,other
1905,ما اتحمّل اشوف شي وسخ؟؟ماعليه فوضى محدودة لكن وساخة لا…يعني مستحيل اشوف مناديل طايحة في الارض…او علب بلاستك مع الزر… @url,1,offensive,indirect,indifference,other,individual
1906,وفلانة بايرة أي لا يطرق بابها الخطاب فلم تتزوج، وب…,0,normal,indirect,shock,origin,individual
1907,@user @user لو سم هم ، احسن من بول البعير الي تشربوه,1,abusive_offensive,direct,indifference,other,other
1908,تأهل اغوستو - الترجي - وفاق سطيف لنصف نهائي دوري ابطال افريقيا وبانتظار المتأهل اليوم بين الاهلي وحوريا الغيني @url,0,normal,direct,indifference,other,other
1909,معروف انهم خنازير ولا يثمر فيهم معروف,1,abusive_disrespectful,indirect,indifference,origin,other
1910,@user @user @user لا الوسخ وسخ مايحتاج له برج,1,offensive,indirect,shock,other,individual
1911,من كثر ما الجو لندني دشيت ماكدونالدز قلتله نو خنزير بليز,1,disrespectful_normal,indirect,indifference_disgust,other,other
1912,ناوية تعرسي ولا تبقي بايرة ؟ — ابقى بايرة طبعاً @url,1,offensive,indirect,indifference_disgust,other,women
1913,فيلم سوري عن جيل لم يعرف إلا العنف,1,abusive_normal,indirect,indifference_disgust,other,other
1914,@user لا لا ماعارف وكنت منتظركم تجو توروني وهسه انت جيت عايز توريني ومعناها بايرة خلاص شكرا لـيك ما توريني ...,1,disrespectful_normal,indirect,confusion_indifference,gender,other
1915,@user @user الخزنير من تضع صورته انت هو اخر من يتكلم عن شي يخص البشر لانكم انت وهو خنازير لا تمتون للبشريه بصله,1,hateful,direct,shock_disgust,origin,individual
1916,@user @user @user @user ههههههههههههههه عايش في بلدان العدوان  يشرب بول البعير و يأك… @user,0,normal,indirect,indifference,other,individual
1917,تعليق: مساكين يمكن ما عندهم قانون مكافحة التحرش عشا…,1,offensive,indirect,indifference_disgust,gender,other
1918,حتى وان كان يفضل المتبرجه  ولكن… @url,1,offensive,indirect,confusion_indifference,gender,women
1919,انا تعبان من الناس الجاهلة من الحريم ومن النساوين,1,abusive_offensive,indirect,anger_disgust,other,women
1920,@user @user @user المذكوره أعلاه لها مقاطع في اليوتوب عندما كانت بقره حلوب متبرجه ومن كلامها في… @url,1,offensive,indirect,sadness,gender,individual
1921,يا جماعه مبحبش الكلام الكتير إللى يعرف يهيجنى ع امى ويقول كلام وسخ وشتيمه عليها يكلمني غير كدا لا@user انا زوبرى بيوقف  من كلامكم وشتيمتكم,1,abusive_offensive,direct,disgust,gender,other
1922,من كلام الناس وعيون الحريم,1,disrespectful_normal,direct,indifference,other,other
1923,@user @user خنازير خنازير مفيش كلام,1,hateful,indirect,anger_disgust,other,other
1924,@user @user معناته وصخ ونثيا يخلي راسه براس الحريم  اثراهم يعرفون لكم عشان كذا دايسينكم زي النعال,1,hateful,direct,shock,gender,individual
1925,@user @user اتحرروا من خوف ايران واجهونا بدون ايران يعني اذا ما حصلت بول من البعير يطلع صوج ايران ههههههههه… @url,0,normal,direct,indifference,origin,other
1926,فكرك وسخ  زي اسلوبك,1,offensive,direct,indifference,other,individual
1927,ياخ الخولنه دي بقت تتخذ اشكال في البلد دي لامن بقينا ما بنقدر نفرقنا من الشرمطه .. انعل ابو ده وسخ زاتو ...! @url,1,offensive,direct,indifference,other,other
1928,@user @user العيلة كلها منحرفة سبحان الله  الطيور على اشكالها تقع,1,offensive,direct,shock_disgust,origin,other
1929,#شنو_ناقصك_بهل_الوقت سألوا حكيماً: وقالوا من هي اجمل الحريم فقال: اللي يسبونها كل الحريم,1,disrespectful_normal,indirect,sadness,gender,women
1930,أنتم ابطال افريقيا و رجال الاهلى ف اى مكان وفى اى وقت.. العبو قاتلوا لكى تكون البطوله من نصيبكم وتكتبوا اسمكم…,0,normal,indirect,indifference,other,other
1931,@user @user اتعلمت والله من امي. الجلسه مع الحريم الكبار ف السن. تجيب الحكمه والعافيه والدعوات ا… @url,0,normal,indirect,indifference,other,women
1932,@user @user @user السودانيين معلمين السياسه في الوطن العربي ياجهلول يابالع بول البعير  السودانيي… @url,1,abusive_hateful,direct,shock,origin,individual
1933,@user @user هذا خنزير الكلب اشرف منه ولديه صفات حميدة يطول شرحها,1,abusive_offensive,direct,indifference,other,individual
1934,وانت شكوووو يا خنزير  @url,1,disrespectful,indirect,indifference,other,individual
1935,لكن الوسسسخ يبقى وسخ لين يموتً .,1,hateful,indirect,indifference,other,individual
1936,@user @user @user @user @user شيئ واثق و ثابت حسب جامعة بول البعير,0,normal,indirect,indifference,origin,arabs
1937,@user @user @user طيب انتي تقولين لك الحق طيب لو جا مسيحي ولا شيعي يطقطق على مذهبك ويقولك انتم اجزتو شرب ب… @url,1,offensive,direct,indifference,other,individual
1938,ارفض ان العب دور الابلة في عالم لا مكان فيه للاغبياء، ارفض ان اشاهد الشعوب تغزو المجرات ونحن نسأل عن بول البعير ورض… @user,1,disrespectful_normal,indirect,shock,other,other
1939,@user @user @user والله معاليكم ماراح تلحق على طلبات الشكائين البكائين طلبات الحريم ماتخلص,1,offensive,direct,indifference,other,women
1940,@user @user هههههه حمير ولا ماكان الفرس ركبوكم مسألة وقت يا خنزير لم يبقى الا القليل شوف وين كنتو وين صرت… @url,1,hateful,direct,anger_disgust,origin,other
1941,@user @user خنزير ابن اليهودية لو في رجل فعلاً في مصر اغتال هذا القذر السيسي النجس,1,hateful,direct,shock_disgust,other,individual
1942,وسخ الدنيا هي الصحون ..,1,offensive,indirect,indifference,other,other
1943,خلف تقنية الفار طواقي بتقنية المكياج ..نعنبوهم متى يصيرون رجال ويتركون شغل الحريم...,1,offensive,indirect,indifference,other,women
1944,لو نشوفها بمنظور ثاني فعقلك وسخ و يشوف كل شي وصخ @url,1,offensive,indirect,anger_disgust,other,individual
1945,@user @user @user ههههههه بول البعير مأثر عليكم ياجماعة,1,disrespectful,direct,indifference,origin,other
1946,@user @user إلى هيئة كبار العلماء  ،،، هل هذا يجوز  ؟ أمرأة متبرجة حاسرة شعرها تظهر على التلفزيون السعودي الرسمي   !!!!!,1,offensive,direct,indifference_disgust,gender,women
1947,@user @user @user مين الخنزير ده,1,disrespectful,direct,shock,origin,individual
1948,@user مصر غطت على الهند في التحرش ولما فضحتهم اللبنانية سجنوها وعندهم مصطلح '' فهلوة'' عشان يرفعون حرج السرقه عن… @url,0,normal,indirect,indifference,other,other
1949,و المتفصخه و متبرجه سبحان الله.... تقطر إيمانيات,1,offensive,indirect,shock,gender,women
1950,@user @user أعداء لبنان عملاء أو بالأحرى خنازير  بشار الكيماوي والصفوي- المجوسي. ما فيكم تعيشو إلا تحت… @url,1,abusive_hateful,direct,anger_disgust,origin,other
1951,يا فندم لن يغيروا المورث  دا كل مايعرفوة وضمان لسيطرتهم  على شاربى بول البعير عقولهم فارغة لايعرفون  سوى القتل والج… @user,1,offensive,direct,shock,other,other
1952,@user @user @user @user بول البعير يعالج مرضى السرطان وله فايده وماله ريحه… @user,1,offensive,indirect,shock,other,other
1953,بص ياحياتها من امبارح وبنقول الصوره مفبركه والاستدلال فاسد ومافيش فايده فى عقل الخنزير اللى انت حاطه وعاوز تقارن ها… @url,0,normal,direct,anger_fear_shock_indifference,other,individual
1954,لو أني بشتغل بتويتر بشيل العلامه الزرقا من اشباه الصحفيين وبحط  .. خنازير اكلتوا البلد .. #بس_بقول,1,abusive_hateful,direct,disgust,other,other
1955,يعني ياشويت خنازير الشرف ملوش معني عندكم يعني انتم مفيش عندكم كرمه بسببكم ياشويت زبالة الناس اخدت فكرة عن ستات مصر… @url,1,abusive_offensive,direct,indifference,other,other
1956,@user @user من خلال ردك اكيد سعودي لا يوجد احقر ولا اسفة ولا وسخ منكم في العالم اجمع,1,hateful,direct,shock_disgust,origin,individual
1957,بس لاعيبة الريال خدت حظ الشباب كلهم ف الحريم ب أمانة يعنى,1,offensive,direct,confusion_disgust,other,other
1958,@user @user بياع شاورما يا عديم التربية ! تعاليكم وتفاخركم يا بول البعير لن ينفعكم ، يلا اقلب وجهك,1,abusive_offensive,direct,indifference,other,individual
1959,بينما #تميم_المجد يصول ويجول في العالم يحضر المؤتمرات والاجتماعات العالميه والدوليه,0,normal,direct,indifference,other,other
1960,فإنّما النّاسُ كلُّهمْ وسخُ,1,hateful,indirect,shock,other,other
1961,مو ممنوعين بس هني بخافوا من التحرش و العنف بالملاعب بس في مباريات المنتخب النساء بحضروا يعني الدول مو مانعة حدا @url,1,offensive,indirect,indifference,other,other
1962,بصوا الحريم طيب @url,0,normal,indirect,indifference,gender,women
1963,@user @user @user خنزير حقير,1,abusive_offensive,direct,indifference,origin,individual
1964,ولماذا يصدق اللاجئون سياسيين كاذبين بعد أن ذاقوا مرارة اللجوء,0,normal,indirect,indifference,other,refugees
1965,مع السلامة يا خنازير,1,offensive,indirect,indifference,other,individual
1966,يا الله شو انو احنا شعب وسخ و حقير.. @url,1,disrespectful_normal,indirect,anger_confusion_sadness_indifference_disgust,origin,other
1967,@user معتز مطر شخصيه حقيرة خنزير من خنازير الاخوان المجرمين المنافقين,1,hateful,direct,confusion_shock,other,other
1968,شاهد ردة فعل الناس في روسيا حينما يتم التحرش بفتاة مسلمة وأخرى غير مسلمة,0,normal,indirect,sadness,other,women
1969,وجدي غنيم يفتي بقتل خنازير الاعلام المصري النجسين صهاينة العرب كلاب السيسي العرص وعلى رأسهم احمد موسى وتوفيق عكاشة http://t.co/glu5slamhl,1,abusive_hateful,direct,shock,other,other
1970,@user @user @user مادام شيوخكم اصلهم يهودي أنتم شو بتطلعون يعني يا هندوس وله مسيح @url,1,offensive,direct,indifference,other,jews
1971,@user @user حقدكم الدفين وحسدكم على الاعراب اكلين الضب شاربي بول البعير كيف تفوقو عليكم جعلكم تفرغون انفعالاتكم… @user,1,offensive,direct,shock_indifference,origin,arabs
1972,@user @user دا ماكلامي دا كلام الله... قال للرجال غضوا بصركم وماقال ليهم لو لقيتو متبرجة اتحرشو بي… @url,1,abusive_normal,direct,indifference_disgust,gender,women
1973,جواب على متدخل من الحسيمة...فقد صوابه و بدأ يتكلم عن بول البعير..و  عن رحيل احباب العربية..لا اعرف اين؟ هل الى اورو… @url,1,abusive_disrespectful,indirect,indifference,origin,individual
1974,@user @user الكلاب تنبح وقافله مصر والسعودية تجري يا خنازير البنا,1,hateful,indirect,shock,other,other
1975,من الواضح ان هدي عبد المنعم متجوزة (2)وخلفت خروفين واحد اسمه احمد السيد والتانى اسمه جهاد خالد,1,offensive,direct,indifference,other,individual
1976,@user @user @user نظن انك سكران ب بول البعير,1,disrespectful,direct,indifference,other,individual
1977,والوسسخ وسخ ولو غسلتو بموية زمزم…,0,normal,indirect,anger_sadness_shock_indifference_disgust,other,individual
1978,ياريت اربع سنين بنقول الكلام ومفيش حد سامع السجون عماله تعلف في خنازير الاخوان وهما يخططوا والكلاب الي بره تنفذ @url,1,abusive_hateful,indirect,anger_indifference,other,other
1979,ما أعظم موقفك عند الله يا متبرجة يا من خلعت النقاب وتبرجت وفتنت المسلمين,1,abusive_offensive_hateful_disrespectful_normal,direct,anger_confusion_sadness_indifference_disgust,gender,women
1980,لما يولول زى الحريم ليل نهار ولما يرفع سيفه الخشب على شبح ملوش ملامح إسمه الدولة و…,1,offensive,indirect,anger_indifference,other,individual
1981,@user @user هؤلاء المجوس طوال تاريخهم هم اعداء للاسلام اصلا ومنبع للجرائم والارهاب فليس بغريب علي… @user,1,abusive_hateful,direct,shock,religion,muslims
1982,كويس يا وسخ يا حيوان. تاني قول نفسي في أم رقيقة بالكسرة.,1,offensive,indirect,indifference,other,individual
1983,هولاء الحثالة؟خنازير بني صهيون,1,hateful,indirect,indifference,origin,other
1984,عشان وقفة شواربك بغير من الحريم,1,disrespectful_normal,indirect,sadness,gender,individual
1985,حركة جديدة فى المغرب باسم “ماسكتاش” ضد التحرش تستعمل الصفارة @url @url,0,normal,indirect,sadness,other,women
1986,@user @user @user @user بول البعير اشرف وأنظف من ان اكون متشبه بالنساء بلبس السلاسل… @url,1,offensive,indirect,anger_disgust,origin,women
1987,#تركي_ال_الشيخ خد غنمك وابلك وانسحب يا بول البعير - مصر كبيرة عليك يا اعرابي @user,1,offensive,direct,anger_disgust,origin,individual
1988,قومي سوري داعس راسك يا صرماية,0,normal,indirect,indifference,origin,other
1989,@user ملائكة منحرفة وسافله,1,offensive,indirect,shock,origin,women
1990,@user @user @user عن التحرش,0,normal,indirect,indifference,other,women
1991,@user @user انتي بشعرك المفتوح ده تعتبري متبرجة و مثيرة للبعض ، هل هذا يعطي الحق للآخرين يعاملوكي كسكس د… @url,1,offensive,direct,sadness,gender,women
1992,ومتى كان لسانه وسخ؟,0,normal,indirect,indifference_disgust,other,individual
1993,@user @user هذا الترقيع لا ينفع، الدين المجوسي إنفضح وكشف ستره وأصبح الصغير قبل الكبير يعرف أنهم على ملة… @user,1,hateful,indirect,indifference,religion,other
1994,@user @user @user ياعم دا من جهلهم لسا رايحين يخفو الحريم تسوق سيارات السنادي فوق يا عصر  الن… @url,0,normal,direct,indifference,gender,women
1995,@user @user @user @user ولا غيرك البهيمة يا شارب بول البعير..,1,abusive_disrespectful,direct,anger_disgust,other,individual
1996,دولة خنازير فعلا ...,1,abusive_disrespectful,indirect,indifference,origin,other
1997,@user @user @user صح عندي مشكله بالفهم اظن ان بول البعير الذي شربته هو بول عامل بنگالي,1,offensive,indirect,disgust,origin,individual
1998,@user يعني التحرش مبرر اذا كان في ضحية ؟؟ هاد اللي فهمتو من تعليقاتهن تفو ع هيك مخ بسس ..,0,normal,direct,anger_indifference,gender,women
1999,@user @user  نور قوليلها انها بايرة عشان إللى بتعملوا فينا ده كتير اوى والله,1,fearful,direct,anger_confusion_sadness_shock_disgust,gender,individual
2000,@user @user تونس قوية عليك يا ابني انت وامثالك تقدسون بول البعير .حرام فيكم تكونو من اهل بقاع المقدسه,0,normal,direct,indifference,other,other
2001,حلوف (خنزير) بلدية ماتسمى البحرين,1,hateful,indirect,indifference,origin,other
2002,وحـين تجلس كأنها جوهره في الحريم.,0,normal,indirect,indifference,other,women
2003,@user @user اوع تكوني مشركه اقصد بايره ي عبير,1,hateful,direct,anger_disgust,gender,individual
2004,@user @user @user @user والله اذا كان ابوك نجس وكلب وإخوانك حمير  وأمك فحبه وشرموطه هذي عائلة… @url,1,disrespectful,direct,anger_disgust,origin,individual
2005,-يوجد استهتار واستهزاء في تلقي بلاغات التحرش من المواطنات !!,0,normal,indirect,shock,gender,women
2006,@user @user @user وما يحق لأي بنت تنفعل وهي متبرجة واللي تغار على نفسها من جد تحتشم,0,normal,indirect,indifference,gender,women
2007,@user @user كذاب انت قبل شهر شايفه يتجول بإحدى مولات الرياض  لا تكذب يا خنزير,1,offensive,direct,indifference,other,individual
2008,@user @user لعنك الله يا كذاب يا خاين أصل الفتنه تمشي بعروقكم يا خنازير قطر,1,offensive,direct,fear,origin,other
2009,@user @user @user @user الانعام امثالك يا زبالة الي يشرب بول البعير ويركض ورا الع… @url,1,hateful,direct,indifference,origin,individual
2010,@user @user والله مافي غيرك غبي يا غبي اطلع على المصادر وبعدين انطق بس بول البعير مأثر فيك للغاية ياحيوان,1,disrespectful,direct,indifference,other,individual
2011,جماعة هو الحملة بتاعة التحرش خلصت و ماسكين فالbullying ؟,0,normal,indirect,indifference_disgust,other,women
2012,دورة كيف تحمى طفلك من التحرش,0,normal,indirect,sadness,other,other
2013,لو شوال الرز بتاعك عنده دم يمشى ويروح يعمل أندية فبلده بدل تلقيح جتته علينا يا بايرة @url,1,offensive,direct,indifference,other,individual
2014,يعجبني اكثر ان الحريم يقولون اكسينشن ونحسبه الفورد الكبير وهو وصلات شعر,0,normal,indirect,sadness,gender,women
2015,دور لك احد ثاني غير الحريم تطلع مرجلتك عليه,1,offensive,direct,anger_disgust,gender,individual
2016,نجنب عن الي حبهم لـ الحريم ريام,0,normal,indirect,indifference,origin,individual
2017,@user وش اقول للي عاشرتهم مو حيونات الا خنازير,1,hateful,indirect,indifference,origin,other
2018,ونهايتكم  قادمة . شاربي بول البعير .,1,hateful,direct,shock,origin,other
2019,وطبعاً من أسباب تشبث العراقيين ببول البعير وأنه أكثر مايُذكر على ألسنتهم أن براءة الأختراع الوحيدة وأن تعليم العراق… @url,1,abusive_disrespectful,direct,indifference,origin,other
2020,@user @user انتو الزبالة بحد ذاتها . مهلكة الرمال وشاربي بول البعير,1,hateful,direct,anger_disgust,origin,other
2021,@user @user @user اي لان كلكم بعورة همج... العراق بلد حمورابي والجنائن المعلقة وبلاد مابين النهرين و… @url,1,hateful,direct,indifference,origin,other
2022,للى بيقولوا لبس البنت سبب التحرش,1,fearful_abusive_offensive_disrespectful_normal,direct,shock,gender,women
2023,و اللاجئون بلا اوطانهم,0,normal,indirect,sadness_indifference,other,refugees
2024,@user @user @user @user @user يبدو انك بايرة من البايرات ربي يجيبلك زوج من التويتر ولا الفيس ...قولي ان شاء الله,1,disrespectful,direct,sadness,gender,women
2025,ظل التحرش في نظر الانثي تحرشاً حتي يقوم بيه الرجل المناسب .... فيصبح غزل,0,normal,indirect,indifference,gender,women
2026,هل تعتقدين كشف الوجه ؟ هل هان عليك أمر التبرج ؟ الكل يستطيع… @url,1,offensive,direct,indifference_disgust,other,individual
2027,مراة عورة,1,abusive_normal,indirect,indifference,other,women
2028,@user @user أمثر التحرش يكون لفظيا,0,normal,indirect,sadness,other,women
2029,كم التحرش الي بصير اكيد اله مرجعية اتفق عليها عش…,0,normal,indirect,indifference,other,other
2030,مسكين كان الله في عون اخوتنا السوريين على هذا وأمثاله..,1,abusive_normal,indirect,indifference_disgust,other,other
2031,@user @user آه البخاري قال اشربوا بول البعير تمام اصدقك الان,1,abusive_normal,direct,indifference_disgust,other,individual
2032,فيه شايب مدري وش عند أمه اكثر من مره يدخل للبيت ويفجعنا يجلس يطالع نقلوا انزل ماينزل يطالع وشوي وينزل ..! شكله وسخ… @url,0,normal,indirect,indifference,other,other
2033,@user هذا خمار خنزير ابن ستين كلب هذا العلاونة,0,normal,indirect,indifference_disgust,other,individual
2034,@user @user @user قطر مثل بول البعير في الخليج إرتمت في أحضان الاخوان الفلسين فعزلوها عن… @user,1,offensive,direct,indifference,origin,other
2035,بروح سكشن ال gis علشان اتغفل بس اقسم بالله كميه صور تخيلني بايره مدي الحياه الله يكرمكوا ي جماعه الدفعه كلها بتيجي… @url,0,normal,indirect,indifference,other,individual
2036,@user @user لا خنازير احلا,1,offensive,indirect,indifference_disgust,other,other
2037,إلا ثلل منحرفة لاتمثل مكارم الاخلاق والحب… @url,1,disrespectful_normal,indirect,indifference,other,other
2038,قربت نهايتك ي خنزير مران @url,1,hateful,direct,shock,other,individual
2039,فيديو من دورة كيف أقي نفسي من التحرش,0,normal,direct,indifference,gender,women
2040,@user لا تلاحظ انه كلام كلام شرب بول البعير و افتخارك ب الأوربيين من قتل اجدادك هذا دليل انك بدون مبدأ و لا ه… @user,0,normal,direct,indifference_disgust,origin,individual
2041,@user @user @user انتم استخدمتو حمير وضليتو خنازير,1,hateful,direct,disgust,other,other
2042,يمكن يقال هالنوع ماعليه شرهه وعادي هذا طبع الحريم متناقضات..اوك..لكن الأمر مأخوذ بالحسبان ويقوم عليه تجاره ياناس وف… @url,1,offensive,direct,indifference,other,women
2043,@user @user @user ايوه ما دام طلعت متبرجة طبيعي يتحرشو بيها ولو طلعت مستوره لما فكر المرضى وضعاف النفوس في النظر اليها,1,offensive,direct,shock,gender,women
2044,@user @user @user انا ماجيت انهق الا على حمير ايران الي مثلكم يا خنازير,1,abusive_offensive,indirect,anger_disgust,origin,other
2045,@user @user @user اطهر من وجهك بول البعير,1,offensive,direct,indifference,origin,other
2046,@user ياكل لحم خنزير صدقو المطاوعه لله درهم,0,normal,indirect,shock,other,individual
2047,@user هو ف سواقة حريم وسواقة رجالة,0,normal,direct,shock,gender,women
2048,@user هاذي كورة جلد خنزير فيها ظلم لاكن ماتاصل للدعاء,1,offensive,indirect,indifference,other,other
2049,@user @user التصر يح هذا يأتي ضمن استراتيجية اطالة امد الحر ب لتستفيد من بيع الاسلحه خبر  خييث ينقله خنازير  الاخوان امثالك,1,hateful,direct,shock,other,individual
2050,والبلطجي كان خنزير بنجمة على الكتاف.,1,offensive_hateful,indirect,disgust,origin,other
2051,ندردش سوالف منحرفة,1,offensive,indirect,sadness,other,other
2052,#التويتر_اصبح لتغريد الناس المحترمة ، ونهيق بعض المستحمريين، ونباح بعض المستكلبين، وقرف وسخ الطائفيين،,1,abusive_offensive,indirect,shock,other,other
2053,بعد 25عاما على توقيع اتفاق أوسلو..اللاجئون الفلسطينيون يصارعون في الشتات لانتزاع حق العودة  تقرير| #إسراء_الصفدي,0,normal,indirect,sadness,origin,refugees
2054,التحرش بالأطفال سهههل ومتعه من بيجرب ؟  #كلب #معصيتي_راحتي,1,offensive,indirect,indifference,other,other
2055,لاعب جنسيته خنزيريه اكيد مستواه زبال ومايدعم افكار الكوره الحديثه ... خنازير لعبهم مدافش ومراكض @url,1,offensive,indirect,indifference,other,individual
2056,خنازير عملاء حكام العرب في كل مكان ينتهكوا كرامه الشعوب @url,1,abusive_disrespectful,indirect,shock,origin,other
2057,@user @user مافي اي رابط بيت كلامك وبين التحرش,0,normal,indirect,shock,gender,individual
2058,ياخي اخلاق اليهود والمنافقين وحدة ..,1,offensive,indirect,indifference_disgust,other,jews
2059,وين الحريم إليّ مبثريني لما كنت بزر بخطبك لولدي وبخطبك وينكم يوم كبرت ماشفتكم ولاحتى أتصلتوا صحيح إني مب حلوه لكن ا… @url,0,normal,indirect,indifference,other,women
2060,في حكم العمايم السود لاجبرهم  @url,0,normal,indirect,indifference,other,other
2061,@user @user اما! صار خنزير بعد ماضحكوا عليه,1,offensive,indirect,indifference_disgust,origin,individual
2062,كسي ينبض عاهرة منحرفة مص لحس مطلقة مولعه ليز ليزبيان س… @url,1,abusive_offensive,direct,anger_disgust,gender,women
2063,@user @user خنزير جاد يجي da8e0656,1,offensive,indirect,shock,other,individual
2064,حتى التحرش محرومة منا @url,1,disrespectful_normal,indirect,shock,other,individual
2065,@user من يريد ان يعرف تربية الشوارع فليتابع من يقال عنهم الصحفيين الرياضيين لاادب ولاحياء ولسان وسخ,1,disrespectful,direct,confusion_indifference,other,other
